SampleID,Trial,Order,MilkSource,PoreSize,Day,MilkType,StorageTemp,pH,ParticleSize,Coagulated,CompMethod,Fat,Protein,Lactose,TS,SnF,FreezePt,pumptype,bottlenum,SCC
MF4-1.2-Whole-D63-3C,3,1,UPS,1.2,56,whole,3,6.86,426.6,,,,,,,,,,,
MF4-1.2-Whole-D63-3C,3,1,UPS,1.2,56,whole,3,6.84,432.2,,,,,,,,,,,
MF4-1.2-Skim-D63-6.5C,3,1,UPS,1.2,56,skim,6.5,6.85,196.1,,,,,,,,,,,
MF4-1.2-Skim-D63-6.5C,3,1,UPS,1.2,56,skim,6.5,6.88,193.9,,,,,,,,,,,
MF4-1.2-Whole-D63-6.5C,3,1,UPS,1.2,56,whole,6.5,6.77,367,,,,,,,,,,,
MF4-1.2-Whole-D63-6.5C,3,1,UPS,1.2,56,whole,6.5,6.78,357.7,,,,,,,,,,,
MF4-1.2-Skim-D63-10C,3,1,UPS,1.2,56,skim,10,6.18,23224.8,TRUE,,,,,,,,,,
MF4-1.2-Skim-D63-10C,3,1,UPS,1.2,56,skim,10,6.17,16935.5,TRUE,,,,,,,,,,
MF4-1.2-Whole-D63-10C,3,1,UPS,1.2,56,whole,10,6.56,503,TRUE,,,,,,,,,,
MF4-1.2-Whole-D63-10C,3,1,UPS,1.2,56,whole,10,6.54,551.7,TRUE,,,,,,,,,,
MF4-0.8-Standardized-D0,4,1,UPS,0.8,0,stdwhole,,,,,milkoscan,3.58,3.31,4.97,12.6,8.99,,,,
MF4-0.8-RawSkim-D0,4,1,UPS,0.8,0,rawskim,,,,,milkoscan,0.05,3.51,5.18,9.48,9.45,,,,
MF4-0.8-MFSkim-D0,4,1,UPS,0.8,0,mfskim,,,,,milkoscan,0.06,3.52,5.17,9.5,9.46,,,,
MF4-0.8-HTSTSkim-D0,4,1,UPS,0.8,0,skim,,,,,milkoscan,0.38,3.4,5.11,9.65,9.25,,,,
MF4-0.8-HTSTWhole-D0,4,1,UPS,0.8,0,whole,,,,,milkoscan,3.56,3.34,4.98,12.62,9.02,,,,
MF4-1.2-RawSkim-D0,4,2,UPS,1.2,0,rawskim,,,,,milkoscan,0.05,3.52,5.18,9.51,9.47,,,,
MF4-1.2-MFSkim-D0,4,2,UPS,1.2,0,mfskim,,,,,milkoscan,0.06,3.53,5.18,9.52,9.48,,,,
MF4-1.2-Standardized-D0,4,2,UPS,1.2,0,stdwhole,,,,,milkoscan,4.22,3.38,4.97,13.3,9.05,,,,
MF4-1.2-HTSTSkim-D0,4,2,UPS,1.2,0,skim,,,,,milkoscan,0,3.45,5.14,9.35,9.35,,,,
MF4-1.2-HTSTWhole-D0,4,2,UPS,1.2,0,whole,,,,,milkoscan,3.46,3.39,4.99,12.57,9.1,,,,
MF4-0.8-Skim#1-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,533,,1,
MF4-0.8-Skim#12-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,537,,12,
MF4-0.8-Whole#1-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,533,,1,
MF4-0.8-Whole#12-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,537,,12,
MF4-1.2-Skim#1-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,538,,1,
MF4-1.2-Skim#12-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,539,,12,
MF4-1.2-Whole#1-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,525,,1,
MF4-1.2-Whole#12-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,535,,12,
MF4-0.8-prepumpSkim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,535,pre,,
MF4-0.8-postpumpSkim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,545,post,,
MF4-0.8-MFSkim-D0,4,1,UPS,0.8,0,mfskim,,,,,,,,,,,541,,,
MF4-na-HTSTCream-D0,4,,UPS,,0,htstcream,,,,,,,,,,,564,,,
MF4-na-rawCream-D0,4,,UPS,,0,rawcream,,,,,,,,,,,565,,,
MF4-0.8-Standardized-D0,4,1,UPS,0.8,0,stdwhole,,,,,,,,,,,546,,,
MF4-1.2-prepumpSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,543,pre,,
MF4-1.2-postpumpSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,540,post,,
MF4-1.2-MFSkim-D0,4,2,UPS,1.2,0,mfskim,,,,,,,,,,,541,,,
MF4-1.2-Standardized-D0,4,2,UPS,1.2,0,stdwhole,,,,,,,,,,,535,,,
MF4-0.8-HTSTskim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,534,,,
MF4-0.8-HTSTWhole-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,532,,,
MF4-1.2-HTSTSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,537,,,
MF4-1.2-HTSTWhole-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,532,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,3,6.66,192.9,,,,,,,,,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,3,6.68,195,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,3,6.68,307.3,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,3,6.7,296.6,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,3,6.71,177.3,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,3,6.7,178.5,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,3,6.69,297.8,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,3,6.7,314,,,,,,,,,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,6.5,6.66,192.9,,,,,,,,,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,6.5,6.68,195,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,6.5,6.68,307.3,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,6.5,6.7,296.6,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,6.5,6.71,177.3,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,6.5,6.7,178.5,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,6.5,6.69,297.8,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,6.5,6.7,314,,,,,,,,,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,10,6.66,192.9,,,,,,,,,,,
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,10,6.68,195,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,10,6.68,307.3,,,,,,,,,,,
MF4-0.8-Whole-D0,4,1,UPS,0.8,0,whole,10,6.7,296.6,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,10,6.71,177.3,,,,,,,,,,,
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,10,6.7,178.5,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,10,6.69,297.8,,,,,,,,,,,
MF4-1.2-Whole-D0,4,2,UPS,1.2,0,whole,10,6.7,314,,,,,,,,,,,
MF4-0.8-Skim-D7-3C,4,1,UPS,0.8,7,skim,3,6.82,181.6,,,,,,,,,,,
MF4-0.8-Skim-D7-3C,4,1,UPS,0.8,7,skim,3,6.83,183.7,,,,,,,,,,,
MF4-0.8-Whole-D7-3C,4,1,UPS,0.8,7,whole,3,6.85,298.5,,,,,,,,,,,
MF4-0.8-Whole-D7-3C,4,1,UPS,0.8,7,whole,3,6.84,303.5,,,,,,,,,,,
MF4-0.8-Skim-D7-6.5C,4,1,UPS,0.8,7,skim,6.5,6.84,193.3,,,,,,,,,,,
MF4-0.8-Skim-D7-6.5C,4,1,UPS,0.8,7,skim,6.5,6.84,197.6,,,,,,,,,,,
MF4-0.8-Whole-D7-6.5C,4,1,UPS,0.8,7,whole,6.5,6.85,315,,,,,,,,,,,
MF4-0.8-Whole-D7-6.5C,4,1,UPS,0.8,7,whole,6.5,6.85,320,,,,,,,,,,,
MF4-0.8-Skim-D7-10C,4,1,UPS,0.8,7,skim,10,6.85,208.3,,,,,,,,,,,
MF4-0.8-Skim-D7-10C,4,1,UPS,0.8,7,skim,10,6.83,192.8,,,,,,,,,,,
MF4-0.8-Whole-D7-10C,4,1,UPS,0.8,7,whole,10,6.77,254.6,,,,,,,,,,,
MF4-0.8-Whole-D7-10C,4,1,UPS,0.8,7,whole,10,6.76,259.5,,,,,,,,,,,
MF4-1.2-Skim-D7-3C,4,2,UPS,1.2,7,skim,3,6.8,175.7,,,,,,,,,,,
MF4-1.2-Skim-D7-3C,4,2,UPS,1.2,7,skim,3,6.82,178.2,,,,,,,,,,,
MF4-1.2-Whole-D7-3C,4,2,UPS,1.2,7,whole,3,6.8,271.9,,,,,,,,,,,
MF4-1.2-Whole-D7-3C,4,2,UPS,1.2,7,whole,3,6.81,289,,,,,,,,,,,
MF4-1.2-Skim-D7-6.5C,4,2,UPS,1.2,7,skim,6.5,6.83,180.7,,,,,,,,,,,
MF4-1.2-Skim-D7-6.5C,4,2,UPS,1.2,7,skim,6.5,6.85,178.2,,,,,,,,,,,
MF4-1.2-Whole-D7-6.5C,4,2,UPS,1.2,7,whole,6.5,6.81,292.3,,,,,,,,,,,
MF4-1.2-Whole-D7-6.5C,4,2,UPS,1.2,7,whole,6.5,6.82,266.7,,,,,,,,,,,
MF4-1.2-Skim-D7-10C,4,2,UPS,1.2,7,skim,10,6.83,187.3,,,,,,,,,,,
MF4-1.2-Skim-D7-10C,4,2,UPS,1.2,7,skim,10,6.83,177.2,,,,,,,,,,,
MF4-1.2-Whole-D7-10C,4,2,UPS,1.2,7,whole,10,6.68,530,TRUE,,,,,,,,,,
MF4-1.2-Whole-D7-10C,4,2,UPS,1.2,7,whole,10,6.68,559,TRUE,,,,,,,,,,
MF4-0.8-Skim-D14-3C,4,1,UPS,0.8,14,skim,3,6.75,198.9,,,,,,,,,,,
MF4-0.8-Whole-D14-3C,4,1,UPS,0.8,14,whole,3,6.74,307,,,,,,,,,,,
MF4-0.8-Skim-D14-6.5C,4,1,UPS,0.8,14,skim,6.5,6.74,202.3,,,,,,,,,,,
MF4-0.8-Whole-D14-6.5C,4,1,UPS,0.8,14,whole,6.5,6.73,326.1,,,,,,,,,,,
MF4-0.8-Skim-D14-10C,4,1,UPS,0.8,14,skim,10,6.72,212.6,,,,,,,,,,,
MF4-0.8-Whole-D14-10C,4,1,UPS,0.8,14,whole,10,5.74,3247.7,TRUE,,,,,,,,,,
MF4-1.2-Skim-D14-3C,4,2,UPS,1.2,14,skim,3,6.7,185.2,,,,,,,,,,,
MF4-1.2-Whole-D14-3C,4,2,UPS,1.2,14,whole,3,6.71,301.3,,,,,,,,,,,
MF4-1.2-Skim-D14-6.5C,4,2,UPS,1.2,14,skim,6.5,6.69,192.9,,,,,,,,,,,
MF4-1.2-Whole-D14-6.5C,4,2,UPS,1.2,14,whole,6.5,6.69,334.6,,,,,,,,,,,
MF4-1.2-Skim-D14-10C,4,2,UPS,1.2,14,skim,10,6.7,190.4,,,,,,,,,,,
MF4-1.2-Whole-D14-10C,4,2,UPS,1.2,14,whole,10,6.72,347.3,,,,,,,,,,,
MF4-0.8-Skim-D14-3C,4,1,UPS,0.8,14,skim,3,6.75,201.6,,,,,,,,,,,
MF4-0.8-Whole-D14-3C,4,1,UPS,0.8,14,whole,3,6.74,301.1,,,,,,,,,,,
MF4-0.8-Skim-D14-6.5C,4,1,UPS,0.8,14,skim,6.5,6.73,203.7,,,,,,,,,,,
MF4-0.8-Whole-D14-6.5C,4,1,UPS,0.8,14,whole,6.5,6.73,309.3,,,,,,,,,,,
MF4-0.8-Skim-D14-10C,4,1,UPS,0.8,14,skim,10,6.72,214.3,,,,,,,,,,,
MF4-0.8-Whole-D14-10C,4,1,UPS,0.8,14,whole,10,5.73,2962.6,TRUE,,,,,,,,,,
MF4-1.2-Skim-D14-3C,4,2,UPS,1.2,14,skim,3,6.7,188.1,,,,,,,,,,,
MF4-1.2-Whole-D14-3C,4,2,UPS,1.2,14,whole,3,6.71,305.3,,,,,,,,,,,
MF4-1.2-Skim-D14-6.5C,4,2,UPS,1.2,14,skim,6.5,6.68,191.9,,,,,,,,,,,
MF4-1.2-Whole-D14-6.5C,4,2,UPS,1.2,14,whole,6.5,6.7,324.6,,,,,,,,,,,
MF4-1.2-Skim-D14-10C,4,2,UPS,1.2,14,skim,10,6.71,191.1,,,,,,,,,,,
MF4-1.2-Whole-D14-10C,4,2,UPS,1.2,14,whole,10,6.72,335.1,,,,,,,,,,,
MF4-0.8-Skim-D21-3C,4,1,UPS,0.8,21,skim,3,6.74,196.8,,,,,,,,,,,
MF4-0.8-Whole-D21-3C,4,1,UPS,0.8,21,whole,3,6.76,296.7,,,,,,,,,,,
MF4-0.8-Skim-D21-6.5C,4,1,UPS,0.8,21,skim,6.5,6.75,193.9,,,,,,,,,,,
MF4-0.8-Whole-D21-6.5C,4,1,UPS,0.8,21,whole,6.5,6.76,301.3,,,,,,,,,,,
MF4-0.8-Skim-D21-10C,4,1,UPS,0.8,21,skim,10,6.68,205,,,,,,,,,,,
MF4-0.8-Whole-D21-10C,4,1,UPS,0.8,21,whole,10,6.69,304.9,,,,,,,,,,,
MF4-1.2-Skim-D21-3C,4,2,UPS,1.2,21,skim,3,6.74,174.9,,,,,,,,,,,
MF4-1.2-Whole-D21-3C,4,2,UPS,1.2,21,whole,3,6.76,300.5,,,,,,,,,,,
MF4-1.2-Skim-D21-6.5C,4,2,UPS,1.2,21,skim,6.5,6.68,180.7,,,,,,,,,,,
MF4-1.2-Whole-D21-6.5C,4,2,UPS,1.2,21,whole,6.5,6.75,305.8,,,,,,,,,,,
MF4-1.2-Skim-D21-10C,4,2,UPS,1.2,21,skim,10,6.66,185.1,,,,,,,,,,,
MF4-1.2-Whole-D21-10C,4,2,UPS,1.2,21,whole,10,6.67,311.3,,,,,,,,,,,
MF4-0.8-Skim-D21-3C,4,1,UPS,0.8,21,skim,3,6.76,199.4,,,,,,,,,,,
MF4-0.8-Whole-D21-3C,4,1,UPS,0.8,21,whole,3,6.76,306.6,,,,,,,,,,,
MF4-0.8-Skim-D21-6.5C,4,1,UPS,0.8,21,skim,6.5,6.73,198.8,,,,,,,,,,,
MF4-0.8-Whole-D21-6.5C,4,1,UPS,0.8,21,whole,6.5,6.74,292.3,,,,,,,,,,,
MF4-0.8-Skim-D21-10C,4,1,UPS,0.8,21,skim,10,6.67,206.1,,,,,,,,,,,
MF4-0.8-Whole-D21-10C,4,1,UPS,0.8,21,whole,10,6.7,303.4,,,,,,,,,,,
MF4-1.2-Skim-D21-3C,4,2,UPS,1.2,21,skim,3,6.74,184.7,,,,,,,,,,,
MF4-1.2-Whole-D21-3C,4,2,UPS,1.2,21,whole,3,6.77,309.5,,,,,,,,,,,
MF4-1.2-Skim-D21-6.5C,4,2,UPS,1.2,21,skim,6.5,6.67,185.9,,,,,,,,,,,
MF4-1.2-Whole-D21-6.5C,4,2,UPS,1.2,21,whole,6.5,6.75,287,,,,,,,,,,,
MF4-1.2-Skim-D21-10C,4,2,UPS,1.2,21,skim,10,6.66,175.5,,,,,,,,,,,
MF4-1.2-Whole-D21-10C,4,2,UPS,1.2,21,whole,10,6.67,288.6,,,,,,,,,,,
MF4-0.8-Skim-D28-3C,4,1,UPS,0.8,28,skim,3,6.79,203.3,,,,,,,,,,,
MF4-0.8-Whole-D28-3C,4,1,UPS,0.8,28,whole,3,6.79,300.8,,,,,,,,,,,
MF4-0.8-Skim-D28-6.5C,4,1,UPS,0.8,28,skim,6.5,6.83,207.4,,,,,,,,,,,
MF4-0.8-Whole-D28-6.5C,4,1,UPS,0.8,28,whole,6.5,6.79,306.6,,,,,,,,,,,
MF4-0.8-Skim-D28-10C,4,1,UPS,0.8,28,skim,10,6.84,220.6,,,,,,,,,,,
MF4-0.8-Whole-D28-10C,4,1,UPS,0.8,28,whole,10,6.72,316.7,,,,,,,,,,,
MF4-1.2-Skim-D28-3C,4,2,UPS,1.2,28,skim,3,6.77,187.1,,,,,,,,,,,
MF4-1.2-Whole-D28-3C,4,2,UPS,1.2,28,whole,3,6.81,291.5,,,,,,,,,,,
MF4-1.2-Skim-D28-6.5C,4,2,UPS,1.2,28,skim,6.5,6.68,186.4,,,,,,,,,,,
MF4-1.2-Whole-D28-6.5C,4,2,UPS,1.2,28,whole,6.5,6.78,323.5,,,,,,,,,,,
MF4-1.2-Skim-D28-10C,4,2,UPS,1.2,28,skim,10,6.63,186,,,,,,,,,,,
MF4-1.2-Whole-D28-10C,4,2,UPS,1.2,28,whole,10,5.78,334.8,,,,,,,,,,,
MF4-0.8-Skim-D28-3C,4,1,UPS,0.8,28,skim,3,6.78,204.9,,,,,,,,,,,
MF4-0.8-Whole-D28-3C,4,1,UPS,0.8,28,whole,3,6.78,311.1,,,,,,,,,,,
MF4-0.8-Skim-D28-6.5C,4,1,UPS,0.8,28,skim,6.5,6.81,203.6,,,,,,,,,,,
MF4-0.8-Whole-D28-6.5C,4,1,UPS,0.8,28,whole,6.5,6.79,326.7,,,,,,,,,,,
MF4-0.8-Skim-D28-10C,4,1,UPS,0.8,28,skim,10,6.83,217.1,,,,,,,,,,,
MF4-0.8-Whole-D28-10C,4,1,UPS,0.8,28,whole,10,6.7,340.1,,,,,,,,,,,
MF4-1.2-Skim-D28-3C,4,2,UPS,1.2,28,skim,3,6.78,192,,,,,,,,,,,
MF4-1.2-Whole-D28-3C,4,2,UPS,1.2,28,whole,3,6.8,laberror,,,,,,,,,,,
MF4-1.2-Skim-D28-6.5C,4,2,UPS,1.2,28,skim,6.5,6.67,188.5,,,,,,,,,,,
MF4-1.2-Whole-D28-6.5C,4,2,UPS,1.2,28,whole,6.5,6.78,344.5,,,,,,,,,,,
MF4-1.2-Skim-D28-10C,4,2,UPS,1.2,28,skim,10,6.65,189.2,,,,,,,,,,,
MF4-1.2-Whole-D28-10C,4,2,UPS,1.2,28,whole,10,5.76,398.4,,,,,,,,,,,
MF4-0.8-Skim-D35-3C,4,1,UPS,0.8,35,skim,3,6.64,193.1,,,,,,,,,,,
MF4-0.8-Whole-D35-3C,4,1,UPS,0.8,35,whole,3,6.68,284.2,,,,,,,,,,,
MF4-0.8-Skim-D35-6.5C,4,1,UPS,0.8,35,skim,6.5,6.68,195.9,,,,,,,,,,,
MF4-0.8-Whole-D35-6.5C,4,1,UPS,0.8,35,whole,6.5,6.7,328.7,,,,,,,,,,,
MF4-0.8-Skim-D35-10C,4,1,UPS,0.8,35,skim,10,6.5,203.7,,,,,,,,,,,
MF4-0.8-Whole-D35-10C,4,1,UPS,0.8,35,whole,10,5.69,365.5,,,,,,,,,,,
MF4-1.2-Skim-D35-3C,4,2,UPS,1.2,35,skim,3,6.64,182.5,,,,,,,,,,,
MF4-1.2-Whole-D35-3C,4,2,UPS,1.2,35,whole,3,6.66,337.8,,,,,,,,,,,
MF4-1.2-Skim-D35-6.5C,4,2,UPS,1.2,35,skim,6.5,6.57,181.4,,,,,,,,,,,
MF4-1.2-Whole-D35-6.5C,4,2,UPS,1.2,35,whole,6.5,6.67,351.3,,,,,,,,,,,
MF4-1.2-Skim-D35-10C,4,2,UPS,1.2,35,skim,10,6.54,185.1,,,,,,,,,,,
MF4-1.2-Whole-D35-10C,4,2,UPS,1.2,35,whole,10,6.65,335.1,,,,,,,,,,,
MF4-0.8-Skim-D35-3C,4,1,UPS,0.8,35,skim,3,6.66,191.9,,,,,,,,,,,
MF4-0.8-Whole-D35-3C,4,1,UPS,0.8,35,whole,3,6.67,288.8,,,,,,,,,,,
MF4-0.8-Skim-D35-6.5C,4,1,UPS,0.8,35,skim,6.5,6.68,195,,,,,,,,,,,
MF4-0.8-Whole-D35-6.5C,4,1,UPS,0.8,35,whole,6.5,6.69,329.1,,,,,,,,,,,
MF4-0.8-Skim-D35-10C,4,1,UPS,0.8,35,skim,10,6.49,205.1,,,,,,,,,,,
MF4-0.8-Whole-D35-10C,4,1,UPS,0.8,35,whole,10,5.7,347.7,,,,,,,,,,,
MF4-1.2-Skim-D35-3C,4,2,UPS,1.2,35,skim,3,6.63,181.5,,,,,,,,,,,
MF4-1.2-Whole-D35-3C,4,2,UPS,1.2,35,whole,3,6.66,318.8,,,,,,,,,,,
MF4-1.2-Skim-D35-6.5C,4,2,UPS,1.2,35,skim,6.5,6.58,189.2,,,,,,,,,,,
MF4-1.2-Whole-D35-6.5C,4,2,UPS,1.2,35,whole,6.5,6.65,348.7,,,,,,,,,,,
MF4-1.2-Skim-D35-10C,4,2,UPS,1.2,35,skim,10,6.56,198.7,,,,,,,,,,,
MF4-1.2-Whole-D35-10C,4,2,UPS,1.2,35,whole,10,6.65,315.9,,,,,,,,,,,
MF4-0.8-Skim-D42-3C,4,1,UPS,0.8,42,skim,3,6.66,205.8,,,,,,,,,,,
MF4-0.8-Whole-D42-3C,4,1,UPS,0.8,42,whole,3,6.72,314.2,,,,,,,,,,,
MF4-0.8-Skim-D42-6.5C,4,1,UPS,0.8,42,skim,6.5,6.66,205.7,,,,,,,,,,,
MF4-0.8-Whole-D42-6.5C,4,1,UPS,0.8,42,whole,6.5,6.73,362.7,,,,,,,,,,,
MF4-0.8-Skim-D42-10C,4,1,UPS,0.8,42,skim,10,5.86,183.1,,,,,,,,,,,
MF4-0.8-Whole-D42-10C,4,1,UPS,0.8,42,whole,10,6.03,317.5,,,,,,,,,,,
MF4-1.2-Skim-D42-3C,4,2,UPS,1.2,42,skim,3,6.62,182.9,,,,,,,,,,,
MF4-1.2-Whole-D42-3C,4,2,UPS,1.2,42,whole,3,6.74,322.3,,,,,,,,,,,
MF4-1.2-Skim-D42-6.5C,4,2,UPS,1.2,42,skim,6.5,6.62,185.5,,,,,,,,,,,
MF4-1.2-Whole-D42-6.5C,4,2,UPS,1.2,42,whole,6.5,6.72,268.9,,,,,,,,,,,
MF4-1.2-Skim-D42-10C,4,2,UPS,1.2,42,skim,10,6.53,171.2,,,,,,,,,,,
MF4-1.2-Whole-D42-10C,4,2,UPS,1.2,42,whole,10,5.41,1951.8,TRUE,,,,,,,,,,
MF4-0.8-Skim-D42-3C,4,1,UPS,0.8,42,skim,3,6.68,198.6,,,,,,,,,,,
MF4-0.8-Whole-D42-3C,4,1,UPS,0.8,42,whole,3,6.73,326.9,,,,,,,,,,,
MF4-0.8-Skim-D42-6.5C,4,1,UPS,0.8,42,skim,6.5,6.67,205.9,,,,,,,,,,,
MF4-0.8-Whole-D42-6.5C,4,1,UPS,0.8,42,whole,6.5,6.71,342.3,,,,,,,,,,,
MF4-0.8-Skim-D42-10C,4,1,UPS,0.8,42,skim,10,5.82,172.7,,,,,,,,,,,
MF4-0.8-Whole-D42-10C,4,1,UPS,0.8,42,whole,10,6.03,304.2,,,,,,,,,,,
MF4-1.2-Skim-D42-3C,4,2,UPS,1.2,42,skim,3,6.65,182,,,,,,,,,,,
MF4-1.2-Whole-D42-3C,4,2,UPS,1.2,42,whole,3,6.74,322.5,,,,,,,,,,,
MF4-1.2-Skim-D42-6.5C,4,2,UPS,1.2,42,skim,6.5,6.63,180.6,,,,,,,,,,,
MF4-1.2-Whole-D42-6.5C,4,2,UPS,1.2,42,whole,6.5,6.71,273,,,,,,,,,,,
MF4-1.2-Skim-D42-10C,4,2,UPS,1.2,42,skim,10,6.5,173,,,,,,,,,,,
MF4-1.2-Whole-D42-10C,4,2,UPS,1.2,42,whole,10,5.42,2182,TRUE,,,,,,,,,,
MF4-0.8-Skim-D49-3C,4,1,UPS,0.8,49,skim,3,6.67,196.4,,,,,,,,,,,
MF4-0.8-Whole-D49-3C,4,1,UPS,0.8,49,whole,3,6.69,350.9,,,,,,,,,,,
MF4-0.8-Skim-D49-6.5C,4,1,UPS,0.8,49,skim,6.5,6.65,216.8,,,,,,,,,,,
MF4-0.8-Whole-D49-6.5C,4,1,UPS,0.8,49,whole,6.5,5.78,400.8,,,,,,,,,,,
MF4-0.8-Skim-D49-10C,4,1,UPS,0.8,49,skim,10,5.65,172.7,,,,,,,,,,,
MF4-0.8-Whole-D49-10C,4,1,UPS,0.8,49,whole,10,6.02,275.5,,,,,,,,,,,
MF4-1.2-Skim-D49-3C,4,2,UPS,1.2,49,skim,3,6.57,176.6,,,,,,,,,,,
MF4-1.2-Whole-D49-3C,4,2,UPS,1.2,49,whole,3,6.7,342.7,,,,,,,,,,,
MF4-1.2-Skim-D49-6.5C,4,2,UPS,1.2,49,skim,6.5,5.73,164.6,,,,,,,,,,,
MF4-1.2-Whole-D49-6.5C,4,2,UPS,1.2,49,whole,6.5,6.68,344,,,,,,,,,,,
MF4-1.2-Skim-D49-10C,4,2,UPS,1.2,49,skim,10,6.51,173.7,,,,,,,,,,,
MF4-1.2-Whole-D49-10C,4,2,UPS,1.2,49,whole,10,5.67,230.6,,,,,,,,,,,
MF4-0.8-Skim-D49-3C,4,1,UPS,0.8,49,skim,3,6.69,191.8,,,,,,,,,,,
MF4-0.8-Whole-D49-3C,4,1,UPS,0.8,49,whole,3,6.68,365.7,,,,,,,,,,,
MF4-0.8-Skim-D49-6.5C,4,1,UPS,0.8,49,skim,6.5,6.65,214.9,,,,,,,,,,,
MF4-0.8-Whole-D49-6.5C,4,1,UPS,0.8,49,whole,6.5,5.78,395,,,,,,,,,,,
MF4-0.8-Skim-D49-10C,4,1,UPS,0.8,49,skim,10,5.62,171.3,,,,,,,,,,,
MF4-0.8-Whole-D49-10C,4,1,UPS,0.8,49,whole,10,5.98,298.2,,,,,,,,,,,
MF4-1.2-Skim-D49-3C,4,2,UPS,1.2,49,skim,3,6.56,181.8,,,,,,,,,,,
MF4-1.2-Whole-D49-3C,4,2,UPS,1.2,49,whole,3,6.71,329.5,,,,,,,,,,,
MF4-1.2-Skim-D49-6.5C,4,2,UPS,1.2,49,skim,6.5,5.71,164.2,,,,,,,,,,,
MF4-1.2-Whole-D49-6.5C,4,2,UPS,1.2,49,whole,6.5,6.68,341.2,,,,,,,,,,,
MF4-1.2-Skim-D49-10C,4,2,UPS,1.2,49,skim,10,6.54,175.5,,,,,,,,,,,
MF4-1.2-Whole-D49-10C,4,2,UPS,1.2,49,whole,10,5.65,226.6,,,,,,,,,,,
MF4-0.8-Skim-D56-3C,4,1,UPS,0.8,56,skim,3,6.64,218.3,,,,,,,,,,,
MF4-0.8-Whole-D56-3C,4,1,UPS,0.8,56,whole,3,6.67,400.7,,,,,,,,,,,
MF4-0.8-Skim-D56-6.5C,4,1,UPS,0.8,56,skim,6.5,5.81,203.3,,,,,,,,,,,
MF4-0.8-Whole-D56-6.5C,4,1,UPS,0.8,56,whole,6.5,6.66,400.7,,,,,,,,,,,
MF4-0.8-Skim-D56-10C,4,1,UPS,0.8,56,skim,10,5.84,189.8,,,,,,,,,,,
MF4-0.8-Whole-D56-10C,4,1,UPS,0.8,56,whole,10,5.64,367.2,,,,,,,,,,,
MF4-1.2-Skim-D56-3C,4,2,UPS,1.2,56,skim,3,6.57,190.7,,,,,,,,,,,
MF4-1.2-Whole-D56-3C,4,2,UPS,1.2,56,whole,3,6.67,278.8,,,,,,,,,,,
MF4-1.2-Skim-D56-6.5C,4,2,UPS,1.2,56,skim,6.5,6.67,197.2,,,,,,,,,,,
MF4-1.2-Whole-D56-6.5C,4,2,UPS,1.2,56,whole,6.5,6.63,327.4,,,,,,,,,,,
